Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
TGSRTC - 7190,Super Luxury (Non AC Seater 2+2 Push Back),22:50,03:35,04h 45m,392.0,31 Seats available,"4.2
18",https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad,Godavarikhani to Hyderabad
TGSRTC - 7285,Super Luxury (Non AC Seater 2+2 Push Back),23:10,03:55,04h 45m,392.0,30 Seats available,"4.3
41",https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad,Godavarikhani to Hyderabad
TGSRTC - 9512,RAJDHANI (A.C. Semi Sleeper),23:15,04:15,05h 00m,502.0,34 Seats available,"3.7
16",https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad,Godavarikhani to Hyderabad
TGSRTC - 7192,Super Luxury (Non AC Seater 2+2 Push Back),23:30,04:20,04h 50m,392.0,26 Seats available,"3.1
38",https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad,Godavarikhani to Hyderabad
TGSRTC - 9508,RAJDHANI (A.C. Semi Sleeper),23:45,04:35,04h 50m,476.0,35 Seats available,"4.4
43",https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad,Godavarikhani to Hyderabad
Orange Tours And Travels,Scania AC Multi Axle Sleeper (2+1),17:00,21:40,04h 40m,600.0,12 Seats available,"3.5
17",https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad,Godavarikhani to Hyderabad
Morning Star Travels,Scania AC Multi Axle Sleeper (2+1),16:30,21:55,05h 25m,1290.0,27 Seats available,"1.0
2",https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad,Godavarikhani to Hyderabad
SLVR Travels,Non A/C Seater / Sleeper (2+1),17:30,23:35,06h 05m,790.0,26 Seats available,2.9,https://www.redbus.in/bus-tickets/jagityal-to-hyderabad,Jagityal to Hyderabad
Harikrishna Travels,Non A/C Seater / Sleeper (2+1),17:30,23:55,06h 25m,950.0,24 Seats available,2.9,https://www.redbus.in/bus-tickets/jagityal-to-hyderabad,Jagityal to Hyderabad
Harikrishna Travels,Volvo Multi-Axle A/C Sleeper (2+1),17:30,22:00,04h 30m,1520.0,38 Seats available,2.9,https://www.redbus.in/bus-tickets/jagityal-to-hyderabad,Jagityal to Hyderabad
SAIRAJ TRAVELS,NON A/C Seater (2+2),22:15,05:45,07h 30m,999.0,5 Seats available,"4.1
5",https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,Hyderabad to Bhadrachalam
SAIRAJ TRAVELS,A/C Seater / Sleeper (2+1),22:15,05:45,07h 30m,1090.0,3 Seats available,"4.5
9",https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,Hyderabad to Bhadrachalam
SAIRAJ TRAVELS,A/C Sleeper (2+1),22:15,05:45,07h 30m,1400.0,7 Seats available,"4.5
108",https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,Hyderabad to Bhadrachalam
Bharathi Tours & Travels,A/C Sleeper (2+1),22:35,06:30,07h 55m,1290.0,6 Seats available,"4.0
16",https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,Hyderabad to Bhadrachalam
BSR Tours And Travels,A/C Seater / Sleeper (2+1),22:00,05:30,07h 30m,1080.0,2 Seats available,"4.6
255",https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,Hyderabad to Bhadrachalam
VSR Tours and Travels,A/C Sleeper (2+1),23:00,05:30,06h 30m,1399.0,2 Seats available,"4.3
45",https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,Hyderabad to Bhadrachalam
BSR Tours And Travels,A/C Sleeper (2+1),22:00,05:30,07h 30m,1380.0,5 Seats available,"4.5
314",https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,Hyderabad to Bhadrachalam
Bharathi Tours & Travels,A/C Sleeper (2+1),21:20,05:50,08h 30m,1390.0,1 Seat available,"4.5
80",https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,Hyderabad to Bhadrachalam
Bharathi Tours & Travels,Non A/C Seater / Sleeper (2+1),22:35,06:30,07h 55m,1300.0,1 Seat available,"4.1
140",https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,Hyderabad to Bhadrachalam
Sri Venkateswara Travels,A/C Semi Sleeper (2+2),22:30,05:30,07h 00m,1050.0,28 Seats available,3.8,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,Hyderabad to Bhadrachalam
SRI SVR travels,A/C Sleeper (2+1),22:20,04:00,05h 40m,5000.0,30 Seats available,3.5,https://www.redbus.in/bus-tickets/hyderabad-to-godavarikhani,Hyderabad to Godavarikhani
UPSRTC - STD0147,Ordinary Non AC Seater 2+3,16:00,23:15,07h 15m,448.0,52 Seats available,"3.3
1",https://www.redbus.in/bus-tickets/delhi-to-bareilly,Delhi to Bareilly
UPSRTC - BLP0032,Ordinary Non AC Seater 2+3,16:01,22:00,05h 59m,426.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-bareilly,Delhi to Bareilly
UPSRTC - HDD0085,Ordinary Non AC Seater 2+3,16:06,00:25,08h 19m,444.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-bareilly,Delhi to Bareilly
UPSRTC - BLY0076,Ordinary Non AC Seater 2+3,16:30,21:30,05h 00m,415.0,52 Seats available,"2.8
4",https://www.redbus.in/bus-tickets/delhi-to-bareilly,Delhi to Bareilly
UPSRTC - RKD0109,Janrath AC Seater 2+2,16:31,22:00,05h 29m,598.0,36 Seats available,"3.5
7",https://www.redbus.in/bus-tickets/delhi-to-bareilly,Delhi to Bareilly
UPSRTC - SRG0229,Ordinary Non AC Seater 2+3,17:00,22:35,05h 35m,418.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-bareilly,Delhi to Bareilly
UPSRTC - BRT0036,Ordinary Non AC Seater 2+3,17:00,00:10,07h 10m,449.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-bareilly,Delhi to Bareilly
UPSRTC - BLY0148,Rajdhani Non AC Seater 2+3,17:00,22:00,05h 00m,448.0,52 Seats available,"3.3
3",https://www.redbus.in/bus-tickets/delhi-to-bareilly,Delhi to Bareilly
UPSRTC - BLY0107,Janrath AC Seater 2+2,17:02,21:45,04h 43m,598.0,36 Seats available,"2.9
12",https://www.redbus.in/bus-tickets/delhi-to-bareilly,Delhi to Bareilly
UPSRTC - HDD0090,Ordinary Non AC Seater 2+3,17:04,02:50,09h 46m,444.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-bareilly,Delhi to Bareilly
UPSRTC - AWD0225,Shatabdi AC Seater 2+2,17:30,22:55,05h 25m,598.0,35 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-bareilly,Delhi to Bareilly
UPSRTC - GRH0125,Ordinary Non AC Seater 2+3,17:30,23:20,05h 50m,418.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-bareilly,Delhi to Bareilly
UPSRTC - KSB0892,Shatabdi AC Seater 2+2,17:35,23:40,06h 05m,598.0,37 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-bareilly,Delhi to Bareilly
UPSRTC - HDD0092,Ordinary Non AC Seater 2+3,18:01,00:15,06h 14m,450.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-bareilly,Delhi to Bareilly
UPSRTC - HDD0082,Ordinary Non AC Seater 2+3,18:02,23:15,05h 13m,444.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-bareilly,Delhi to Bareilly
R S YADAV SMART BUS PRIVATE LIMITED,VE A/C Sleeper (2+1),21:15,04:35,07h 20m,799.0,25 Seats available,"4.4
99",https://www.redbus.in/bus-tickets/delhi-to-bareilly,Delhi to Bareilly
FlixBus,AC Seater (2+2),23:35,05:00,05h 25m,176.79,20 Seats available,"4.8
50",https://www.redbus.in/bus-tickets/delhi-to-bareilly,Delhi to Bareilly
New Khaira Transport,A/C Seater / Sleeper (2+2),21:00,03:30,06h 30m,450.0,9 Seats available,"1.6
41",https://www.redbus.in/bus-tickets/delhi-to-bareilly,Delhi to Bareilly
SHRI RAM TRAVELS,A/C Seater (2+2),23:59,05:15,05h 16m,740.0,16 Seats available,"4.0
23",https://www.redbus.in/bus-tickets/delhi-to-bareilly,Delhi to Bareilly
FlixBus,Bharat Benz A/C Seater (2+2),17:15,22:25,05h 10m,171.43,18 Seats available,"3.9
13",https://www.redbus.in/bus-tickets/delhi-to-bareilly,Delhi to Bareilly
FlixBus,AC Seater (2+2),15:00,20:15,05h 15m,182.14,18 Seats available,"4.6
24",https://www.redbus.in/bus-tickets/bareilly-to-delhi,Bareilly to Delhi
Vijay Tour and Travels,A/C Seater / Sleeper (2+1),20:00,02:20,06h 20m,508.0,19 Seats available,"4.8
3",https://www.redbus.in/bus-tickets/bareilly-to-delhi,Bareilly to Delhi
SHRI RAM TRAVELS,A/C Seater (2+2),16:15,21:15,05h 00m,740.0,18 Seats available,"4.0
6",https://www.redbus.in/bus-tickets/bareilly-to-delhi,Bareilly to Delhi
R S YADAV SMART BUS PRIVATE LIMITED,Bharat Benz A/C Seater /Sleeper (2+1),23:59,05:55,05h 56m,799.0,18 Seats available,"4.2
70",https://www.redbus.in/bus-tickets/bareilly-to-delhi,Bareilly to Delhi
RS YADAV SMART BUS,Bharat Benz A/C Seater /Sleeper (2+1),23:59,05:55,05h 56m,799.0,22 Seats available,4.2,https://www.redbus.in/bus-tickets/bareilly-to-delhi,Bareilly to Delhi
FlixBus,Bharat Benz A/C Seater (2+2),23:50,05:05,05h 15m,239.29,19 Seats available,"3.4
35",https://www.redbus.in/bus-tickets/bareilly-to-delhi,Bareilly to Delhi
Vijay Tour and Travels,A/C Seater / Sleeper (2+1),17:00,23:20,06h 20m,600.0,22 Seats available,"3.2
87",https://www.redbus.in/bus-tickets/bareilly-to-delhi,Bareilly to Delhi
New Khaira Transport,A/C Seater / Sleeper (2+2),23:50,06:50,07h 00m,630.0,21 Seats available,"2.5
17",https://www.redbus.in/bus-tickets/bareilly-to-delhi,Bareilly to Delhi
New Khaira TPT,AC Sleeper (2+1),23:15,05:00,05h 45m,900.0,18 Seats available,"3.3
32",https://www.redbus.in/bus-tickets/bareilly-to-delhi,Bareilly to Delhi
New Khaira Transport,A/C Seater / Sleeper (2+1),23:40,05:00,05h 20m,675.0,8 Seats available,"3.4
29",https://www.redbus.in/bus-tickets/bareilly-to-delhi,Bareilly to Delhi
Chaturvedi Bus Service,A/C Seater/Sleeper (2+1),21:45,02:00,04h 15m,600.0,42 Seats available,New,https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,Delhi to Aligarh (uttar pradesh)
UPSRTC - LNI0049,Ordinary Non AC Seater 2+3,18:30,02:05,07h 35m,512.0,52 Seats available,"3.3
1",https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Farrukhabad (Uttar Pradesh) to Delhi
UPSRTC - BSR0059,Ordinary Non AC Seater 2+3,18:32,02:00,07h 28m,485.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Farrukhabad (Uttar Pradesh) to Delhi
UPSRTC - FKP0027,Janrath AC Seater 2+2,20:00,04:55,08h 55m,710.0,33 Seats available,"2.6
16",https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Farrukhabad (Uttar Pradesh) to Delhi
UPSRTC - FKP0029,Janrath AC Seater 2+2,21:00,05:55,08h 55m,710.0,33 Seats available,"3.2
20",https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Farrukhabad (Uttar Pradesh) to Delhi
KVS Holidays,Non A/C Seater / Sleeper (2+1),20:30,05:30,09h 00m,2250.0,30 Seats available,"1.0
9",https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Farrukhabad (Uttar Pradesh) to Delhi
Shivendra Travels,A/C Sleeper (2+1),20:00,05:30,09h 30m,3500.0,1 Seat available, ,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Farrukhabad (Uttar Pradesh) to Delhi
Shree Krishna Shtabadi Travels,NON AC Seater / Sleeper 2+1,18:30,05:20,10h 50m,600.0,44 Seats available,"2.4
2",https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Farrukhabad (Uttar Pradesh) to Delhi
Chaturvedi Bus Service,Non A/C Seater / Sleeper (2+1),18:45,05:30,10h 45m,500.0,9 Seats available,New,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Farrukhabad (Uttar Pradesh) to Delhi
Chaturvedi Bus Service,A/C Seater/Sleeper (2+1),19:40,04:45,09h 05m,600.0,9 Seats available,New,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Farrukhabad (Uttar Pradesh) to Delhi
Chaturvedi Bus Service,Non A/C Seater / Sleeper (2+1),20:00,05:20,09h 20m,500.0,9 Seats available,New,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Farrukhabad (Uttar Pradesh) to Delhi
Shree Krishna Shtabadi Travels,NON A/C Sleeper (2+1),19:00,06:30,11h 30m,1200.0,32 Seats available,2.4,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Farrukhabad (Uttar Pradesh) to Delhi
Yuvraj Travels,NON AC Seater / Sleeper 2+1,18:45,05:00,10h 15m,550.0,40 Seats available,2.0,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Farrukhabad (Uttar Pradesh) to Delhi
Yuvraj Travels,NON AC Seater / Sleeper 2+1,19:00,05:00,10h 00m,550.0,40 Seats available,"2.0
1",https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Farrukhabad (Uttar Pradesh) to Delhi
Yuvraj Travels,NON AC Seater / Sleeper 2+1,18:30,06:00,11h 30m,550.0,40 Seats available,2.0,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Farrukhabad (Uttar Pradesh) to Delhi
UPSRTC - STD0618,Ordinary Non AC Seater 2+3,16:55,05:41,12h 46m,666.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/sitapur-to-delhi,Sitapur (Uttar Pradesh) to Delhi
UPSRTC - BRT0007,Ordinary Non AC Seater 2+3,17:10,04:00,10h 50m,697.0,52 Seats available,"3.3
1",https://www.redbus.in/bus-tickets/sitapur-to-delhi,Sitapur (Uttar Pradesh) to Delhi
UPSRTC - STD0354,Ordinary Non AC Seater 2+3,17:12,03:42,10h 30m,697.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/sitapur-to-delhi,Sitapur (Uttar Pradesh) to Delhi
UPSRTC - STD0163,Ordinary Non AC Seater 2+3,17:31,05:25,11h 54m,697.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/sitapur-to-delhi,Sitapur (Uttar Pradesh) to Delhi
UPSRTC - STD0368,Ordinary Non AC Seater 2+3,17:34,04:40,11h 06m,697.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/sitapur-to-delhi,Sitapur (Uttar Pradesh) to Delhi
UPSRTC - LNI0017,Rajdhani Non AC Seater 2+3,18:01,03:00,08h 59m,666.0,51 Seats available,3.3,https://www.redbus.in/bus-tickets/sitapur-to-delhi,Sitapur (Uttar Pradesh) to Delhi
UPSRTC - STD0296,Ordinary Non AC Seater 2+3,18:30,06:31,12h 01m,697.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/sitapur-to-delhi,Sitapur (Uttar Pradesh) to Delhi
UPSRTC - SRG0230,Ordinary Non AC Seater 2+3,18:39,04:45,10h 06m,666.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/sitapur-to-delhi,Sitapur (Uttar Pradesh) to Delhi
UPSRTC - NCL0321,Ordinary Non AC Seater 2+3,18:42,04:40,09h 58m,666.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/sitapur-to-delhi,Sitapur (Uttar Pradesh) to Delhi
UPSRTC - STD0356,Ordinary Non AC Seater 2+3,18:46,06:03,11h 17m,697.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/sitapur-to-delhi,Sitapur (Uttar Pradesh) to Delhi
UPSRTC - STD0144,Ordinary Non AC Seater 2+3,19:00,06:30,11h 30m,697.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/sitapur-to-delhi,Sitapur (Uttar Pradesh) to Delhi
UPSRTC - STD0072,Janrath AC Seater 2+2,20:30,05:45,09h 15m,955.0,29 Seats available,"2.6
40",https://www.redbus.in/bus-tickets/sitapur-to-delhi,Sitapur (Uttar Pradesh) to Delhi
UPSRTC - BRT0037,Ordinary Non AC Seater 2+3,21:10,08:00,10h 50m,698.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/sitapur-to-delhi,Sitapur (Uttar Pradesh) to Delhi
UPSRTC - AWD0116,Janrath AC Seater 2+3,21:30,07:30,10h 00m,827.0,48 Seats available,"3.4
17",https://www.redbus.in/bus-tickets/sitapur-to-delhi,Sitapur (Uttar Pradesh) to Delhi
UPSRTC - GND0100,Ordinary Non AC Seater 2+3,21:34,08:00,10h 26m,666.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/sitapur-to-delhi,Sitapur (Uttar Pradesh) to Delhi
R S YADAV SMART BUS PRIVATE LIMITED,Bharat Benz A/C Seater /Sleeper (2+1),20:45,05:55,09h 10m,799.0,20 Seats available,"4.6
262",https://www.redbus.in/bus-tickets/sitapur-to-delhi,Sitapur (Uttar Pradesh) to Delhi
RS YADAV SMART BUS,Bharat Benz A/C Seater /Sleeper (2+1),20:45,05:55,09h 10m,799.0,21 Seats available,4.6,https://www.redbus.in/bus-tickets/sitapur-to-delhi,Sitapur (Uttar Pradesh) to Delhi
UPSRTC - SRG0229,Ordinary Non AC Seater 2+3,17:00,02:40,09h 40m,666.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-sitapur,Delhi to Sitapur (Uttar Pradesh)
UPSRTC - BRT0036,Ordinary Non AC Seater 2+3,17:00,04:15,11h 15m,698.0,52 Seats available,"3.3
1",https://www.redbus.in/bus-tickets/delhi-to-sitapur,Delhi to Sitapur (Uttar Pradesh)
UPSRTC - AWD0225,Shatabdi AC Seater 2+2,17:30,03:15,09h 45m,955.0,35 Seats available,"3.3
3",https://www.redbus.in/bus-tickets/delhi-to-sitapur,Delhi to Sitapur (Uttar Pradesh)
UPSRTC - KSB0892,Shatabdi AC Seater 2+2,17:35,03:15,09h 40m,955.0,37 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-sitapur,Delhi to Sitapur (Uttar Pradesh)
UPSRTC - SBD0110,Pink Express AC Seater 2+2,19:01,04:45,09h 44m,955.0,40 Seats available,"3.3
1",https://www.redbus.in/bus-tickets/delhi-to-sitapur,Delhi to Sitapur (Uttar Pradesh)
UPSRTC - AWD0240,Janrath AC Seater 2+3,20:02,05:30,09h 28m,827.0,45 Seats available,"4.0
6",https://www.redbus.in/bus-tickets/delhi-to-sitapur,Delhi to Sitapur (Uttar Pradesh)
UPSRTC - NCL0322,Ordinary Non AC Seater 2+3,20:12,04:30,08h 18m,666.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-sitapur,Delhi to Sitapur (Uttar Pradesh)
UPSRTC - SBD0111,Pink Express AC Seater 2+2,21:31,06:45,09h 14m,955.0,41 Seats available,"3.3
2",https://www.redbus.in/bus-tickets/delhi-to-sitapur,Delhi to Sitapur (Uttar Pradesh)
UPSRTC - STD0587,Janrath AC Seater 2+2,22:00,07:55,09h 55m,955.0,36 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-sitapur,Delhi to Sitapur (Uttar Pradesh)
UPSRTC - SBD0092,Janrath AC Seater 2+2,22:30,06:45,08h 15m,955.0,34 Seats available,"3.5
37",https://www.redbus.in/bus-tickets/delhi-to-sitapur,Delhi to Sitapur (Uttar Pradesh)
UPSRTC - SBD0116,Pink Express AC Seater 2+2,22:31,06:45,08h 14m,955.0,41 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-sitapur,Delhi to Sitapur (Uttar Pradesh)
R S YADAV SMART BUS PRIVATE LIMITED,VE A/C Sleeper (2+1),21:15,06:50,09h 35m,799.0,23 Seats available,"4.5
203",https://www.redbus.in/bus-tickets/delhi-to-sitapur,Delhi to Sitapur (Uttar Pradesh)
RS YADAV SMART BUS,A/C Seater / Sleeper (2+1),21:15,06:50,09h 35m,799.0,23 Seats available,4.5,https://www.redbus.in/bus-tickets/delhi-to-sitapur,Delhi to Sitapur (Uttar Pradesh)
RSRTC - 194214,Express Non AC Seater 2+3,17:10,21:30,04h 20m,333.0,42 Seats available,"1.0
3",https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
NueGo,Electric A/C Seater (2+2),15:10,19:45,04h 35m,395.0,1 Seat available,"3.9
244",https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
PTC-SKYBUS,VE A/C Seater / Sleeper (2+1),15:15,19:30,04h 15m,450.0,14 Seats available,"4.5
3",https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
FlixBus,Bharat Benz A/C Seater (2+2),15:30,20:20,04h 50m,254.46,29 Seats available,"3.1
5",https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
NueGo,Electric A/C Seater (2+2),16:00,20:40,04h 40m,284.0,6 Seats available,"3.7
254",https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
NueGo,Electric A/C Seater (2+2),16:30,21:05,04h 35m,284.0,22 Seats available,"4.1
33",https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
FlixBus,AC Seater (2+2),17:00,22:25,05h 25m,232.14,15 Seats available,"3.6
26",https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
NueGo,Electric A/C Seater (2+2),17:00,21:35,04h 35m,395.0,23 Seats available,"3.9
251",https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
Raj Kalpana Travels Pvt.ltd.,Bharat Benz A/C Seater /Sleeper (2+1),17:30,21:00,03h 30m,319.0,9 Seats available,"4.3
44",https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
PTC-SKYBUS,VE A/C Seater / Sleeper (2+1),17:40,21:15,03h 35m,450.0,13 Seats available,"3.7
4",https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi
UPSRTC - HDD0085,Ordinary Non AC Seater 2+3,16:06,22:00,05h 54m,294.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-moradabad,Delhi to Moradabad
UPSRTC - MDD0012,Janrath AC Seater 2+2,16:15,20:15,04h 00m,382.0,36 Seats available,"2.7
7",https://www.redbus.in/bus-tickets/delhi-to-moradabad,Delhi to Moradabad
UPSRTC - BRT0036,Ordinary Non AC Seater 2+3,17:00,21:40,04h 40m,294.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-moradabad,Delhi to Moradabad
UPSRTC - SRG0229,Ordinary Non AC Seater 2+3,17:00,20:44,03h 44m,262.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-moradabad,Delhi to Moradabad
UPSRTC - HDD0090,Ordinary Non AC Seater 2+3,17:04,22:09,05h 05m,294.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-moradabad,Delhi to Moradabad
UPSRTC - MDD0018,Janrath AC Seater 2+2,17:15,21:15,04h 00m,382.0,36 Seats available,"2.0
9",https://www.redbus.in/bus-tickets/delhi-to-moradabad,Delhi to Moradabad
UPSRTC - MDD0057,Rajdhani Non AC Seater 2+3,17:30,21:00,03h 30m,298.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-moradabad,Delhi to Moradabad
UPSRTC - AWD0225,Shatabdi AC Seater 2+2,17:30,20:40,03h 10m,382.0,37 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-moradabad,Delhi to Moradabad
UPSRTC - HDD0082,Ordinary Non AC Seater 2+3,18:02,21:40,03h 38m,294.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-moradabad,Delhi to Moradabad
UPSRTC - MDD0024,Janrath AC Seater 2+2,18:15,22:15,04h 00m,382.0,34 Seats available,"2.0
5",https://www.redbus.in/bus-tickets/delhi-to-moradabad,Delhi to Moradabad
UPSRTC - HDD0092,Ordinary Non AC Seater 2+3,18:20,22:00,03h 40m,265.0,52 Seats available,"3.3
1",https://www.redbus.in/bus-tickets/delhi-to-moradabad,Delhi to Moradabad
UPSRTC - HDD0006,Janrath AC Seater 2+2,18:30,22:50,04h 20m,386.0,36 Seats available,"3.4
5",https://www.redbus.in/bus-tickets/delhi-to-moradabad,Delhi to Moradabad
UPSRTC - MDD0061,Rajdhani Non AC Seater 2+3,18:30,22:00,03h 30m,298.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-moradabad,Delhi to Moradabad
UPSRTC - HDD0113,Rajdhani Non AC Seater 2+3,18:31,23:00,04h 29m,294.0,51 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-moradabad,Delhi to Moradabad
UPSRTC - SRG0226,Ordinary Non AC Seater 2+3,19:00,22:45,03h 45m,294.0,52 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-moradabad,Delhi to Moradabad
FlixBus,Bharat Benz A/C Seater (2+2),17:15,19:55,02h 40m,352.68,10 Seats available,"5.0
2",https://www.redbus.in/bus-tickets/delhi-to-moradabad,Delhi to Moradabad
R S YADAV SMART BUS PRIVATE LIMITED,VE A/C Sleeper (2+1),21:15,02:35,05h 20m,799.0,31 Seats available,"5.0
1",https://www.redbus.in/bus-tickets/delhi-to-moradabad,Delhi to Moradabad
R S YADAV SMART BUS PRIVATE LIMITED,A/C Seater / Sleeper (2+1),22:00,02:25,04h 25m,649.0,32 Seats available,5.0,https://www.redbus.in/bus-tickets/delhi-to-moradabad,Delhi to Moradabad
International Tourist Centre,VE A/C Seater / Sleeper (2+1),22:15,02:40,04h 25m,799.0,26 Seats available,"5.0
3",https://www.redbus.in/bus-tickets/delhi-to-moradabad,Delhi to Moradabad
International Tourist Centre,VE A/C Seater / Sleeper (2+1),22:25,02:45,04h 20m,690.0,24 Seats available,"4.8
8",https://www.redbus.in/bus-tickets/delhi-to-moradabad,Delhi to Moradabad
Bihar state road transport corporation (BSRTC) - 117806,Volvo AC Seater 2+2,17:00,02:00,09h 00m,1141.0,21 Seats available,"3.0
2",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
Gola Bus Service,VE A/C Seater / Sleeper (2+1),22:30,06:30,08h 00m,699.0,25 Seats available,"4.7
1597",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
PTC-SKYBUS,VE A/C Seater / Sleeper (2+1),23:45,07:45,08h 00m,700.0,26 Seats available,"4.7
1000",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
AdIntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),22:50,07:05,08h 15m,513.0,27 Seats available,"4.4
439",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
PTC-SKYBUS,VE A/C Seater / Sleeper (2+1),23:15,07:30,08h 15m,699.0,20 Seats available,"4.6
1413",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
Raj Kalpana Travels Pvt.ltd.,A/C Seater/Sleeper (2+1),23:35,07:15,07h 40m,539.0,30 Seats available,"4.6
1330",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
Laxmi holidays,Bharat Benz A/C Sleeper (2+1),23:05,07:30,08h 25m,760.0,24 Seats available,"4.6
1038",https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
